Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000013503	q23.3	12	106357748	106510198	POLR3B
ENSG00000185479	q13.13	12	52446651	52452146	KRT6B
ENSG00000177875	q13.11	12	48183644	48185926	CCDC184
ENSG00000172640	q13.11	12	48202083	48203387	OR10AD1
ENSG00000187166	q13.11	12	48328980	48330279	H1FNT
ENSG00000170465	q13.13	12	52468516	52473805	KRT6C
ENSG00000205420	q13.13	12	52487176	52493257	KRT6A
ENSG00000111321	p13.31	12	6375045	6391571	LTBR
ENSG00000111319	p13.31	12	6346843	6377730	SCNN1A
ENSG00000186081	q13.13	12	52514575	52520530	KRT5
ENSG00000167528	q13.11	12	48337180	48351414	ZNF641
ENSG00000139223	q13.11	12	48472665	48473622	ANP32D
ENSG00000177627	q13.11	12	48482498	48496386	C12orf54
ENSG00000139648	q13.13	12	52543909	52553145	KRT71
ENSG00000015153	q12	12	42157104	42238349	YAF2
ENSG00000284723	q13.11	12	48525632	48528103	OR8S1
ENSG00000198678	q13.11	12	48559882	48562956	OR5BS1P
ENSG00000123106	p11.22	12	28133249	28581511	CCDC91
ENSG00000170484	q13.13	12	52565782	52573843	KRT74
ENSG00000167531	q13.11	12	48567684	48570066	LALBA
ENSG00000120832	q23.3	12	106977277	106987160	MTERF2
ENSG00000151135	q23.3	12	106955719	106978778	TMEM263
ENSG00000139620	q13.11	12	48653401	48682238	KANSL2
ENSG00000170473	q13.2	12	55901413	55932618	PYM1
ENSG00000065357	q13.2	12	55927319	55954027	DGKA
ENSG00000170374	q13.13	12	53326575	53345315	SP7
ENSG00000185591	q13.13	12	53380176	53416446	SP1
ENSG00000186049	q13.13	12	52607570	52618559	KRT73
ENSG00000008405	q23.3	12	106991364	107093549	CRY1
ENSG00000170486	q13.13	12	52585589	52601538	KRT72
ENSG00000064763	p11.22	12	29149103	29340980	FAR2
ENSG00000172867	q13.13	12	52644558	52652211	KRT2
ENSG00000167768	q13.13	12	52674736	52680407	KRT1
ENSG00000087502	p11.22	12	29337352	29381189	ERGIC2
ENSG00000129315	q13.12	12	48688458	48716998	CCNT1
ENSG00000257987	q13.12	12	48727435	48765790	TEX49
ENSG00000151136	q23.3	12	107318421	107659642	BTBD11
ENSG00000174233	q13.12	12	48766194	48789037	ADCY6
ENSG00000136045	q23.3	12	107685799	107713162	PWP1
ENSG00000110851	q23.3	12	107732871	107761272	PRDM4
ENSG00000189182	q13.13	12	52689626	52703524	KRT77
ENSG00000185069	q13.13	12	52768155	52777345	KRT76
ENSG00000075035	q23.3	12	108129288	108250537	WSCD2
ENSG00000111701	p13.31	12	7649400	7665908	APOBEC1
ENSG00000186442	q13.13	12	52789685	52796117	KRT3
ENSG00000170477	q13.13	12	52806549	52814116	KRT4
ENSG00000174600	q23.3	12	108288044	108339317	CMKLR1
ENSG00000185640	q13.13	12	52821408	52834311	KRT79
ENSG00000139193	p13.31	12	6444867	6451718	CD27
ENSG00000139190	p13.31	12	6462237	6470987	VAMP1
ENSG00000075856	q23.3	12	108522214	108561400	SART3
ENSG00000170423	q13.13	12	52837804	52849092	KRT78
ENSG00000139192	p13.31	12	6451690	6466517	TAPBPL
ENSG00000184344	p13.31	12	7689784	7695775	GDF3
ENSG00000187569	p13.31	12	7711433	7717559	DPPA3
ENSG00000135409	q13.13	12	53423855	53431672	AMHR2
ENSG00000198855	q23.3	12	108515277	108525837	FICD
ENSG00000198178	p13.31	12	7729415	7751605	CLEC4C
ENSG00000187950	p11.22	12	29412474	29497686	OVCH1
ENSG00000111057	q13.13	12	52948871	52952906	KRT18
ENSG00000136003	q23.3	12	108562582	108569384	ISCU
ENSG00000205857	p13.31	12	7765216	7774121	NANOGNB
ENSG00000170421	q13.13	12	52897187	52949954	KRT8
ENSG00000111704	p13.31	12	7787794	7799146	NANOG
ENSG00000183160	q23.3	12	108589851	108598320	TMEM119
ENSG00000110876	q24.11	12	108622277	108633959	SELPLG
ENSG00000139625	q13.13	12	53479669	53500063	MAP3K12
ENSG00000197111	q13.13	12	53452102	53481162	PCBP2
ENSG00000110880	q24.11	12	108645109	108731596	CORO1C
ENSG00000139200	p13.31	12	6693792	6700800	PIANP
ENSG00000133687	p11.22	12	29500840	29784759	TMTC1
ENSG00000205352	q13.13	12	53441678	53446645	PRR13
ENSG00000084112	q24.11	12	108778191	108857590	SSH1
ENSG00000167535	q13.12	12	48813794	48828941	CACNB3
ENSG00000110887	q24.11	12	108858932	108901043	DAO
ENSG00000166111	q24.11	12	108907741	109021068	SVOP
ENSG00000139174	q12	12	42456757	42590355	PRICKLE1
ENSG00000111424	q13.11	12	47841537	47943048	VDR
ENSG00000135093	q24.11	12	109023089	109088023	USP30
ENSG00000189046	q24.11	12	109088188	109093631	ALKBH2
ENSG00000076248	q24.11	12	109097574	109110992	UNG
ENSG00000139168	q12	12	42312086	42326118	ZCRB1
ENSG00000134283	q12	12	42238447	42459715	PPHLN1
ENSG00000076555	q24.11	12	109116595	109268226	ACACB
ENSG00000063046	q13.13	12	53006158	53042209	EIF4B
ENSG00000173262	p13.31	12	7812512	7891148	SLC2A14
ENSG00000174243	q13.12	12	48829756	48852842	DDX23
ENSG00000139445	q24.11	12	109277978	109309284	FOXN4
ENSG00000111077	q13.13	12	53046969	53064372	TNS2
ENSG00000172602	q13.12	12	48857145	48865870	RND1
ENSG00000134285	q13.12	12	48921518	48926474	FKBP11
ENSG00000134287	q13.12	12	48935723	48957487	ARF3
ENSG00000139537	q13.12	12	48904110	48931840	CCDC65
ENSG00000167778	q13.13	12	53064316	53079404	SPRYD3
ENSG00000133704	p11.21	12	30628988	30695869	IPO8
ENSG00000111679	p13.31	12	6946468	6961316	PTPN6
ENSG00000134291	q13.11	12	47963569	47968878	TMEM106C
ENSG00000139546	q13.13	12	53500921	53506431	TARBP2
ENSG00000174527	q24.11	12	109347903	109455523	MYO1H
ENSG00000110906	q24.11	12	109448655	109477359	KCTD10
ENSG00000213809	p13.2	12	10372353	10391874	KLRK1
ENSG00000255819	p13.2	12	10372353	10410146	KLRC4-KLRK1
ENSG00000151148	q24.11	12	109477402	109536705	UBE3B
ENSG00000110888	p11.21	12	30709552	30754951	CAPRIN2
ENSG00000183542	p13.2	12	10407382	10409757	KLRC4
ENSG00000169884	q13.12	12	48965340	48971735	WNT10B
ENSG00000125084	q13.12	12	48978322	48982620	WNT1
ENSG00000167548	q13.12	12	49018975	49059774	KMT2D
ENSG00000181418	q13.12	12	48995149	48999375	DDN
ENSG00000181929	q13.12	12	49002274	49018807	PRKAG1
ENSG00000139219	q13.11	12	47972967	48004554	COL2A1
ENSG00000139574	q13.13	12	53506690	53507638	NPFF
ENSG00000170653	q13.13	12	53507856	53626410	ATF7
ENSG00000267281	q13.13	12	53506688	53625979	
ENSG00000139428	q24.11	12	109553715	109573580	MMAB
ENSG00000110921	q24.11	12	109573255	109598125	MVK
ENSG00000215021	p13.31	12	6965327	6970753	PHB2
ENSG00000123374	q13.2	12	55966781	55972789	CDK2
ENSG00000010292	p13.31	12	6493356	6531955	NCAPD2
ENSG00000110900	p11.21	12	30926428	30996602	TSPAN11
ENSG00000185664	q13.2	12	55954105	55973317	PMEL
ENSG00000111639	p13.31	12	6491886	6493841	MRPL51
ENSG00000139438	q24.11	12	109714228	109770507	FAM222A
ENSG00000167779	q13.13	12	53097436	53102345	IGFBP6
ENSG00000013573	p11.21	12	31073860	31104799	DDX11
ENSG00000079387	q13.11	12	48042897	48106079	SENP1
ENSG00000135390	q13.13	12	53632726	53677408	ATP5MC2
ENSG00000152556	q13.11	12	48105139	48146404	PFKM
ENSG00000173157	q12	12	43353866	43552203	ADAMTS20
ENSG00000167780	q13.13	12	53103486	53124535	SOAT2
ENSG00000111199	q24.11	12	109783085	109833401	TRPV4
ENSG00000111652	p13.31	12	6724014	6731875	COPS7A
ENSG00000059804	p13.31	12	7919230	7936187	SLC2A3
ENSG00000167550	q13.12	12	49064676	49070025	RHEBL1
ENSG00000139549	q13.12	12	49086656	49094801	DHH
ENSG00000129317	q12	12	43718993	43758817	PUS7L
ENSG00000130779	q24.31	12	122271432	122422632	CLIP1
ENSG00000205846	p13.31	12	8455962	8478330	CLEC6A
ENSG00000065970	p13.31	12	8032716	8055517	FOXJ2
ENSG00000139651	q13.13	12	53180704	53195142	ZNF740
ENSG00000139631	q13.13	12	53157663	53180909	CSAD
ENSG00000166527	p13.31	12	8509475	8522366	CLEC4D
ENSG00000139636	q13.12	12	49096551	49110900	LMBR1L
ENSG00000033030	q24.31	12	122471599	122501073	ZCCHC8
ENSG00000171860	p13.31	12	8056844	8066359	C3AR1
ENSG00000139626	q13.13	12	53191323	53207282	ITGB7
ENSG00000111011	q24.31	12	122503454	122527000	RSRC2
ENSG00000139433	q24.11	12	109850945	109880541	GLTP
ENSG00000205810	p13.2	12	10412312	10420595	KLRC3
ENSG00000205809	p13.2	12	10426854	10442300	KLRC2
ENSG00000012822	q13.13	12	53708517	53727745	CALCOCO1
ENSG00000134545	p13.2	12	10442264	10454685	KLRC1
ENSG00000139436	q24.11	12	109929802	109996389	GIT2
ENSG00000198001	q12	12	43758944	43789543	IRAK4
ENSG00000111540	q13.2	12	55973913	55996683	RAB5B
ENSG00000166523	p13.31	12	8533305	8540905	CLEC4E
ENSG00000139437	q24.11	12	109900264	109983841	TCHP
ENSG00000184445	q24.31	12	122527246	122626396	KNTC1
ENSG00000255398	q24.31	12	122714756	122716811	HCAR3
ENSG00000182782	q24.31	12	122701293	122703357	HCAR2
ENSG00000196917	q24.31	12	122726076	122730844	HCAR1
ENSG00000139726	q24.31	12	122752824	122771064	DENR
ENSG00000180574	p13.2	12	10505602	10523135	EIF2S3B
ENSG00000130783	q24.31	12	122774526	122827528	CCDC62
ENSG00000126749	p13.31	12	6970913	6997428	EMG1
ENSG00000111684	p13.31	12	6976185	7018477	LPCAT3
ENSG00000130787	q24.31	12	122834453	122862961	HIP1R
ENSG00000123364	q13.13	12	53938831	53946544	HOXC13
ENSG00000182326	p13.31	12	6988259	7071032	C1S
ENSG00000139722	q24.31	12	122865330	122896127	VPS37B
ENSG00000139531	q13.2	12	55997180	56006641	SUOX
ENSG00000123407	q13.13	12	53954903	53958956	HOXC12
ENSG00000123388	q13.13	12	53973126	53977643	HOXC11
ENSG00000180806	q13.13	12	53994895	54003337	HOXC9
ENSG00000197757	q13.13	12	53990624	54030823	HOXC6
ENSG00000198353	q13.13	12	54016931	54056030	HOXC4
ENSG00000172789	q13.13	12	54032853	54035358	HOXC5
ENSG00000037965	q13.13	12	54008985	54012769	HOXC8
ENSG00000180818	q13.13	12	53985065	53990279	HOXC10
ENSG00000172819	q13.13	12	53210567	53232980	RARG
ENSG00000197728	q13.2	12	56041351	56044697	RPS26
ENSG00000123411	q13.2	12	56007659	56038435	IKZF4
ENSG00000111732	p13.31	12	8602170	8612867	AICDA
ENSG00000151239	q12	12	43793723	43806375	TWF1
ENSG00000159335	p13.31	12	6765516	6770952	PTMS
ENSG00000089693	p13.31	12	6747996	6767475	MLF2
ENSG00000182544	q13.13	12	53251251	53254405	MFSD5
ENSG00000197614	p13.31	12	8637346	8662888	MFAP5
ENSG00000123415	q13.13	12	54121277	54189008	SMUG1
ENSG00000076513	q24.11	12	109999186	110039763	ANKRD13A
ENSG00000111640	p13.31	12	6534512	6538374	GAPDH
ENSG00000139173	q12	12	43835967	44389762	TMEM117
ENSG00000182196	q24.31	12	122980060	122982913	ARL6IP4
ENSG00000174456	q24.11	12	110027028	110073634	C12orf76
ENSG00000122970	q24.11	12	110124335	110218793	IFT81
ENSG00000111605	q15	12	69239569	69274358	CPSF6
ENSG00000150967	q24.31	12	122920951	122981649	ABCB9
ENSG00000090382	q15	12	69348341	69354234	LYZ
ENSG00000135476	q13.13	12	53268299	53293643	ESPL1
ENSG00000127337	q15	12	69359710	69390870	YEATS4
ENSG00000166225	q15	12	69470349	69579789	FRS2
ENSG00000174437	q24.11	12	110280756	110351093	ATP2A2
ENSG00000111325	q24.31	12	122974580	122980043	OGFOD2
ENSG00000167553	q13.12	12	49188736	49274603	TUBA1C
ENSG00000167552	q13.12	12	49184795	49189080	TUBA1A
ENSG00000065361	q13.2	12	56076799	56103505	ERBB3
ENSG00000123416	q13.12	12	49127782	49131397	TUBA1B
ENSG00000123349	q13.13	12	53295291	53299450	PFDN5
ENSG00000089692	p13.31	12	6772512	6778455	LAG3
ENSG00000139637	q13.13	12	53299695	53307177	C12orf10
ENSG00000111229	q24.11	12	110434823	110450422	ARPC3
ENSG00000170515	q13.2	12	56104537	56113910	PA2G4
ENSG00000196510	q24.11	12	110372900	110403730	ANAPC7
ENSG00000229117	q13.2	12	56116590	56117967	RPL41
ENSG00000166226	q15	12	69585426	69601570	CCT2
ENSG00000111231	q24.11	12	110452486	110469268	GPN3
ENSG00000204856	q24.11	12	110468415	110490385	FAM216A
ENSG00000090975	q24.31	12	122983480	123150015	PITPNM2
ENSG00000094916	q13.13	12	54230942	54280133	CBX5
ENSG00000135486	q13.13	12	54280193	54287088	HNRNPA1
ENSG00000111237	q24.11	12	110491083	110502111	VPS29
ENSG00000151164	q24.11	12	110501655	110532086	RAD9B
ENSG00000184613	q12	12	44508275	44921848	NELL2
ENSG00000010295	p13.31	12	6538375	6556083	IFFO1
ENSG00000123405	q13.13	12	54292111	54301015	NFE2
ENSG00000111481	q13.13	12	54301202	54351846	COPZ1
ENSG00000135482	q13.2	12	56118260	56127514	ZC3H10
ENSG00000135451	q13.12	12	49323236	49331731	TROAP
ENSG00000139641	q13.2	12	56118250	56144671	ESYT1
ENSG00000130921	q24.31	12	123233436	123257960	C12orf65
ENSG00000111328	q24.31	12	123250112	123272334	CDK2AP1
ENSG00000197905	p13.33	12	2959330	3040676	TEAD4
ENSG00000196850	q24.11	12	110533245	110583318	PPTC7
ENSG00000051825	q24.31	12	123152320	123244014	MPHOSPH9
ENSG00000135406	q13.12	12	49293252	49298686	PRPH
ENSG00000196946	p13.31	12	8157034	8188537	ZNF705A
ENSG00000139613	q13.2	12	56162359	56189567	SMARCC2
ENSG00000111729	p13.31	12	8123632	8138607	CLEC4A
ENSG00000089818	p13.31	12	8076939	8097881	NECAP1
ENSG00000204852	q24.11	12	110614027	110649430	TCTN1
ENSG00000111196	p13.2	12	10604193	10613609	MAGOHB
ENSG00000139697	q24.31	12	123289109	123364847	SBNO1
ENSG00000060140	p13.2	12	10618923	10674318	STYK1
ENSG00000185610	q12	12	45014672	45051099	DBX2
ENSG00000092841	q13.2	12	56158161	56163496	MYL6
ENSG00000186897	q13.12	12	49332409	49337188	C1QL4
ENSG00000183955	q24.31	12	123383773	123409353	KMT5A
ENSG00000178401	q13.12	12	49346888	49357546	DNAJC22
ENSG00000122986	q24.11	12	110627841	110704950	HVCN1
ENSG00000177119	q12	12	45215987	45440404	ANO6
ENSG00000150977	q24.31	12	123410683	123436717	RILPL2
ENSG00000188026	q24.31	12	123470054	123533719	RILPL1
ENSG00000139163	p12.1	12	22625075	22690665	ETNK1
ENSG00000184209	q24.31	12	123458088	123473154	SNRNP35
ENSG00000094914	q13.13	12	53307456	53324864	AAAS
ENSG00000086598	q24.31	12	123584533	123598582	TMED2
ENSG00000196465	q13.2	12	56152256	56159647	MYL6B
ENSG00000123352	q13.12	12	49366584	49527424	SPATS2
ENSG00000198812	q15	12	69608564	69610907	LRRC10
ENSG00000127325	q15	12	69643360	69699476	BEST3
ENSG00000111361	q24.31	12	123620406	123633766	EIF2B1
ENSG00000161638	q13.13	12	54395261	54419266	ITGA5
ENSG00000186298	q24.11	12	110719680	110742939	PPP1CC
ENSG00000111358	q24.31	12	123633739	123662604	GTF2H3
ENSG00000170627	q13.13	12	54455950	54473602	GTSF1
ENSG00000161642	q13.13	12	54369133	54391298	ZNF385A
ENSG00000173093	q24.11	12	110846769	110907535	CCDC63
ENSG00000060138	p13.2	12	10699089	10723323	YBX3
ENSG00000139572	q13.13	12	54362445	54364487	GPR84
ENSG00000111245	q24.11	12	110910819	110921443	MYL2
ENSG00000111364	q24.31	12	123602077	123620943	DDX55
ENSG00000135519	q13.12	12	49539030	49558337	KCNH3
ENSG00000111249	q24.11	12	111034165	111350554	CUX2
ENSG00000187778	q13.12	12	49556544	49568145	MCRS1
ENSG00000166268	q15	12	69825227	69959097	MYRFL
ENSG00000198324	q24.12	12	111360651	111369121	PHETA1
ENSG00000127328	q15	12	69738681	69823204	RAB3IP
ENSG00000139146	p11.21	12	31280584	31327058	SINHCAF
ENSG00000011105	p13.33	12	3077355	3286564	TSPAN9
ENSG00000111252	q24.12	12	111405948	111451623	SH2B3
ENSG00000111596	q15	12	70242994	70354993	CNOT2
ENSG00000204842	q24.12	12	111443485	111599676	ATXN2
ENSG00000134532	p12.1	12	23529504	24562544	SOX5
ENSG00000189079	q12	12	45729706	45908040	ARID2
ENSG00000121377	p13.2	12	10801532	10802627	TAS2R7
ENSG00000121314	p13.2	12	10806051	10807293	TAS2R8
ENSG00000121381	p13.2	12	10809094	10810168	TAS2R9
ENSG00000168778	q24.31	12	123671113	123708399	TCTN2
ENSG00000170456	p11.21	12	31382226	31591136	DENND5B
ENSG00000111218	p13.32	12	3381349	3593973	PRMT8
ENSG00000185344	q24.31	12	123712353	123761755	ATP6V0A2
ENSG00000111215	p13.2	12	10845849	10849475	PRR4
ENSG00000231887	p13.2	12	10824960	11171608	PRH1
ENSG00000151743	p11.21	12	31671142	31729121	AMN1
ENSG00000256188	p13.2	12	11132958	11134644	TAS2R30
ENSG00000256537	p13.2	12	11171194	11176016	SMIM10L1
ENSG00000212124	p13.2	12	11021619	11022620	TAS2R19
ENSG00000121318	p13.2	12	10825317	10826358	TAS2R10
ENSG00000255837	p13.2	12	10996495	10997875	TAS2R20
ENSG00000256436	p13.2	12	11030387	11031407	TAS2R31
ENSG00000226761	p13.2	12	11061365	11062294	TAS2R46
ENSG00000255374	p13.2	12	11091287	11092313	TAS2R43
ENSG00000212128	p13.2	12	10907926	10909562	TAS2R13
ENSG00000212127	p13.2	12	10937406	11171573	TAS2R14
ENSG00000212126	p13.2	12	10985913	10986912	TAS2R50
ENSG00000139194	p13.31	12	7115736	7128889	RBP5
ENSG00000179195	q24.31	12	123971845	124015439	ZNF664
ENSG00000139160	p11.21	12	31647160	31673114	ETFBKMT
ENSG00000159403	p13.31	12	7080214	7092540	C1R
ENSG00000119242	q24.31	12	123918660	123972831	CCDC92
ENSG00000178882	q24.31	12	123973241	124316024	RFLNA
ENSG00000123338	q13.13	12	54497752	54548243	NCKAP1L
ENSG00000197653	q24.31	12	123762188	123936206	DNAH10
ENSG00000139178	p13.31	12	7089587	7109238	C1RL
ENSG00000139218	q12	12	45919131	45992120	SCAF11
ENSG00000171847	p13.31	12	8221260	8227618	FAM90A1
ENSG00000089234	q24.12	12	111642146	111685956	BRAP
ENSG00000133773	q21.31	12	82223681	82358805	CCDC59
ENSG00000127720	q21.31	12	82358528	82479239	METTL25
ENSG00000111275	q24.12	12	111766887	111817532	ALDH2
ENSG00000196498	q24.31	12	124324415	124567589	NCOR2
ENSG00000010610	p13.31	12	6786858	6820799	CD4
ENSG00000111271	q24.12	12	111686056	111757107	ACAD10
ENSG00000188375	p11.21	12	31791185	31792298	H3F3C
ENSG00000166535	p13.31	12	8822621	8887001	A2ML1
ENSG00000135447	q13.2	12	54575387	54588659	PPP1R1A
ENSG00000123360	q13.2	12	54549601	54579239	PDE1B
ENSG00000003056	p13.31	12	8940361	8949761	M6PR
ENSG00000111752	p13.31	12	8913896	8941467	PHC1
ENSG00000179104	q21.31	12	82686880	83134870	TMTC2
ENSG00000072041	q21.31	12	84859491	84913615	SLC6A15
ENSG00000166532	p13.31	12	8681600	8783095	RIMKLB
ENSG00000089022	q24.12	12	111842228	111902222	MAPKAPK5
ENSG00000135413	q13.2	12	54630811	54634895	LACRT
ENSG00000174718	p11.21	12	31959370	31993107	RESF1
ENSG00000161634	q13.2	12	54644589	54648493	DCD
ENSG00000135436	q13.12	12	49582885	49605639	FAM186B
ENSG00000186136	p13.2	12	11185993	11186937	TAS2R42
ENSG00000197870	p13.2	12	11265924	11269805	PRB3
ENSG00000110844	q13.12	12	49568218	49644666	PRPF40B
ENSG00000230657	p13.2	12	11307083	11310435	PRB4
ENSG00000231738	q21.31	12	85014311	85036277	TSPAN19
ENSG00000251655	p13.2	12	11351823	11395566	PRB1
ENSG00000161791	q13.12	12	49636499	49708165	FMNL3
ENSG00000133640	q21.31	12	85036314	85264457	LRRIQ1
ENSG00000180318	q21.31	12	85280220	85301784	ALX1
ENSG00000198270	q24.13	12	111931282	112013185	TMEM116
ENSG00000250510	p13.31	12	6821624	6829972	GPR162
ENSG00000198774	q21.31	12	85800703	85836409	RASSF9
ENSG00000133636	q21.31	12	85874295	85882992	NTS
ENSG00000139083	p13.2	12	11649854	11895402	ETV6
ENSG00000110811	p13.31	12	6828407	6839847	P3H3
ENSG00000182050	q21.32	12	85955666	86838904	MGAT4C
ENSG00000139644	q13.12	12	49707725	49764934	TMBIM6
ENSG00000172551	q13.2	12	54830518	54896008	MUCL1
ENSG00000073060	q24.31	12	124776856	124882668	SCARB1
ENSG00000151746	p11.21	12	32106835	32383633	BICD1
ENSG00000139182	p13.31	12	7129698	7158945	CLSTN3
ENSG00000070018	p13.2	12	12116025	12267044	LRP6
ENSG00000181852	q13.3	12	56202179	56221933	RNF41
ENSG00000089248	q24.13	12	112013348	112023449	ERP29
ENSG00000121380	p13.2	12	12049844	12211084	BCL2L14
ENSG00000060982	p12.1	12	24810024	24949101	BCAT1
ENSG00000135643	q15	12	70366290	70434292	KCNMB4
ENSG00000150991	q24.31	12	124911604	124917368	UBC
ENSG00000111642	p13.31	12	6570082	6614524	CHD4
ENSG00000127329	q15	12	70515866	70637440	PTPRB
ENSG00000111300	q24.13	12	112026689	112108796	NAA25
ENSG00000150990	q24.31	12	124946825	124989131	DHX37
ENSG00000184992	q24.31	12	124993645	125031231	BRI3BP
ENSG00000081760	q24.31	12	125065434	125143333	AACS
ENSG00000135148	q24.13	12	112125538	112153604	TRAFD1
ENSG00000133641	q21.32	12	88033846	88050160	C12orf29
ENSG00000165805	q21.32	12	87980035	88034037	C12orf50
ENSG00000139579	q13.3	12	56222015	56229854	NABP2
ENSG00000198707	q21.32	12	88049014	88142088	CEP290
ENSG00000139645	q13.3	12	56237807	56258384	ANKRD52
ENSG00000173064	q24.13	12	112160188	112382439	HECTD4
ENSG00000135426	q13.2	12	54948015	54984762	TESPA1
ENSG00000139540	q13.3	12	56230049	56237846	SLC39A5
ENSG00000111261	p13.2	12	12326056	12350242	MANSC1
ENSG00000139324	q21.32	12	88142296	88199887	TMTC3
ENSG00000118308	p12.1	12	25004342	25108334	LRMP
ENSG00000139364	q24.31	12	125186836	125662377	TMEM132B
ENSG00000049130	q21.32	12	88492793	88580851	KITLG
ENSG00000089009	q24.13	12	112405190	112418838	RPL6
ENSG00000139318	q21.33	12	89347235	89352501	DUSP6
ENSG00000139323	q21.33	12	89419718	89526047	POC1B
ENSG00000179295	q24.13	12	112418351	112509913	PTPN11
ENSG00000118307	p12.1	12	25108289	25195162	CASC1
ENSG00000259075	q21.33	12	89519408	89526262	POC1B-GALNT4
ENSG00000257594	q21.33	12	89519412	89524796	GALNT4
ENSG00000070961	q21.33	12	89588049	89709300	ATP2B1
ENSG00000111641	p13.31	12	6556863	6568691	NOP2
ENSG00000135469	q13.3	12	56266858	56270966	COQ10A
ENSG00000165714	p13.2	12	12357078	12471233	BORCS5
ENSG00000111266	p13.2	12	12473282	12562863	DUSP16
ENSG00000110944	q13.3	12	56334174	56340410	IL23A
ENSG00000123307	q13.2	12	55019974	55030017	NEUROD4
ENSG00000111269	p13.1	12	12611827	12645108	CREBL2
ENSG00000170605	q13.2	12	55126406	55132750	OR9K2
ENSG00000179919	q13.2	12	55221025	55221975	OR10A7
ENSG00000197706	q13.2	12	55247198	55248302	OR6C74
ENSG00000183150	p13.1	12	12660890	12696207	GPR19
ENSG00000089169	q24.13	12	112570380	112898881	RPH3A
ENSG00000181234	q24.32	12	128267403	128707915	TMEM132C
ENSG00000139370	q24.33	12	128793194	128823958	SLC15A4
ENSG00000111276	p13.1	12	12715058	12722369	CDKN1B
ENSG00000153233	q15	12	70638073	70920738	PTPRR
ENSG00000111664	p13.31	12	6839954	6847393	GNB3
ENSG00000151948	q24.33	12	128853427	128984968	GLT1D1
ENSG00000139197	p13.31	12	7188685	7218574	PEX5
ENSG00000186666	q13.12	12	49836043	49843106	BCDIN3D
ENSG00000111665	p13.31	12	6844793	6852066	CDCA3
ENSG00000151952	q24.33	12	129071725	129904025	TMEM132D
ENSG00000188324	q13.2	12	55293988	55296569	OR6C6
ENSG00000089127	q24.13	12	112906783	112933222	OAS1
ENSG00000205330	q13.2	12	55314343	55322364	OR6C1
ENSG00000170581	q13.3	12	56341597	56360167	STAT2
ENSG00000139132	p11.21	12	32399529	32646050	FGD4
ENSG00000111335	q24.13	12	112978395	113011723	OAS2
ENSG00000205329	q13.2	12	55330043	55332687	OR6C3
ENSG00000213782	p13.1	12	12813316	12829981	DDX47
ENSG00000187857	q13.2	12	55362975	55369279	OR6C75
ENSG00000111331	q24.13	12	112938444	112973251	OAS3
ENSG00000178878	p13.1	12	12725917	12829975	APOLD1
ENSG00000205328	q13.2	12	55400430	55401505	OR6C65
ENSG00000185821	q13.2	12	55426254	55427192	OR6C76
ENSG00000111432	q24.33	12	130162459	130165740	FZD10
ENSG00000184954	q13.2	12	55469200	55470138	OR6C70
ENSG00000179695	q13.2	12	55444069	55453347	OR6C2
ENSG00000205327	q13.2	12	55492378	55493316	OR6C68
