Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000182512	glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]	14	95533503	95544724	GLRX5
ENSG00000119714	G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]	14	91232532	91253925	GPR68
ENSG00000139988	retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977]	14	67701886	67734451	RDH12
ENSG00000072121	zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]	14	67727374	67816590	ZFYVE26
ENSG00000169208	olfactory receptor family 10 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:8171]	14	21568520	21580076	OR10G3
ENSG00000198805	purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]	14	20468954	20477094	PNP
ENSG00000015133	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]	14	91271323	91417844	CCDC88C
ENSG00000179933	chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:HGNC:20270]	14	23095505	23100456	C14orf119
ENSG00000283654	leishmanolysin like peptidase 2 [Source:HGNC Symbol;Acc:HGNC:53647]	14	23099062	23104989	LMLN2
ENSG00000100813	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]	14	23058564	23095614	ACIN1
ENSG00000139946	pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]	14	56117814	56301524	PELI2
ENSG00000213231	T cell leukemia/lymphoma 1B [Source:HGNC Symbol;Acc:HGNC:11649]	14	95686426	95692628	TCL1B
ENSG00000165355	F-box protein 33 [Source:HGNC Symbol;Acc:HGNC:19833]	14	39397669	39432500	FBXO33
ENSG00000182545	ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275]	14	20505537	20511169	RNASE10
ENSG00000165379	leucine rich repeat and fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20360]	14	41607570	41904549	LRFN5
ENSG00000188655	ribonuclease A family member 9 (inactive) [Source:HGNC Symbol;Acc:HGNC:20673]	14	20556093	20560931	RNASE9
ENSG00000205978	NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]	14	24399003	24419283	NYNRIN
ENSG00000100441	KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]	14	24429286	24441843	KHNYN
ENSG00000139899	cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146]	14	24426545	24430954	CBLN3
ENSG00000100445	short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275]	14	24439766	24442905	SDR39U1
ENSG00000070269	transmembrane protein 260 [Source:HGNC Symbol;Acc:HGNC:20185]	14	56488354	56650606	TMEM260
ENSG00000165617	dishevelled binding antagonist of beta catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748]	14	58633967	58648321	DACT1
ENSG00000100721	T cell leukemia/lymphoma 1A [Source:HGNC Symbol;Acc:HGNC:11648]	14	95709947	95714196	TCL1A
ENSG00000173464	ribonuclease A family member 11 (inactive) [Source:HGNC Symbol;Acc:HGNC:19269]	14	20583559	20609884	RNASE11
ENSG00000259060	novel protein	14	20582892	20609795	
ENSG00000258436	ribonuclease A family member 12 (inactive) [Source:HGNC Symbol;Acc:HGNC:24211]	14	20590193	20590823	RNASE12
ENSG00000255582	olfactory receptor family 10 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8170]	14	21633836	21634940	OR10G2
ENSG00000165948	interferon alpha inducible protein 27 like 1 [Source:HGNC Symbol;Acc:HGNC:19754]	14	94081301	94103846	IFI27L1
ENSG00000250366	TCL1 upstream neural differentiation-associated RNA [Source:HGNC Symbol;Acc:HGNC:44088]	14	95876392	95925571	TUNAR
ENSG00000227051	chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]	14	96039324	96093889	C14orf132
ENSG00000221977	olfactory receptor family 4 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:8297]	14	21653835	21667642	OR4E2
ENSG00000259529	novel transcript	14	24147548	24166452	
ENSG00000168398	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]	14	96204679	96244166	BDKRB2
ENSG00000092098	ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]	14	24146683	24160660	RNF31
ENSG00000100739	bradykinin receptor B1 [Source:HGNC Symbol;Acc:HGNC:1029]	14	96256210	96268967	BDKRB1
ENSG00000258691	novel protein	14	96204844	96263929	
ENSG00000276240	olfactory receptor family 4 subfamily E member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8296]	14	21667940	21673818	OR4E1
ENSG00000165949	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]	14	94104836	94116698	IFI27
ENSG00000100911	proteasome activator subunit 2 [Source:HGNC Symbol;Acc:HGNC:9569]	14	24143362	24147570	PSME2
ENSG00000181803	olfactory receptor family 6 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15363]	14	20640696	20641691	OR6S1
ENSG00000258818	ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047]	14	20684560	20701216	RNASE4
ENSG00000213928	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]	14	24161265	24166565	IRF9
ENSG00000259171	novel protein, ANG-RNASE4 readthrough	14	20684587	20700576	
ENSG00000214274	angiogenin [Source:HGNC Symbol;Acc:HGNC:483]	14	20684177	20698971	ANG
ENSG00000165588	orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]	14	56799905	56816693	OTX2
ENSG00000080815	presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]	14	73136418	73223691	PSEN1
ENSG00000181562	epididymal protein 3A [Source:HGNC Symbol;Acc:HGNC:16978]	14	20745887	20748380	EDDM3A
ENSG00000181552	epididymal protein 3B [Source:HGNC Symbol;Acc:HGNC:19223]	14	20768404	20770948	EDDM3B
ENSG00000169413	ribonuclease A family member k6 [Source:HGNC Symbol;Acc:HGNC:10048]	14	20781268	20782467	RNASE6
ENSG00000129538	ribonuclease A family member 1, pancreatic [Source:HGNC Symbol;Acc:HGNC:10044]	14	20801228	20802855	RNASE1
ENSG00000140030	G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]	14	88005135	88014811	GPR65
ENSG00000169397	ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]	14	20891399	20892348	RNASE3
ENSG00000169385	ribonuclease A family member 2 [Source:HGNC Symbol;Acc:HGNC:10045]	14	20955487	20956436	RNASE2
ENSG00000066739	autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]	14	96279195	96363341	ATG2B
ENSG00000092067	CCAAT enhancer binding protein epsilon [Source:HGNC Symbol;Acc:HGNC:1836]	14	23117304	23119616	CEBPE
ENSG00000070367	exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]	14	57200507	57268905	EXOC5
ENSG00000053770	adaptor related protein complex 5 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:20192]	14	57268924	57298742	AP5M1
ENSG00000189139	fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:HGNC:20494]	14	44504149	44507283	FSCB
ENSG00000100504	glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]	14	50857891	50944483	PYGL
ENSG00000131969	abhydrolase domain containing 12B [Source:HGNC Symbol;Acc:HGNC:19837]	14	50872053	50904970	ABHD12B
ENSG00000100744	GSK3B interacting protein [Source:HGNC Symbol;Acc:HGNC:20343]	14	96363452	96387288	GSKIP
ENSG00000140057	adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091]	14	96392128	96489427	AK7
ENSG00000100906	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	14	35401511	35404749	NFKBIA
ENSG00000092068	solute carrier family 7 member 8 [Source:HGNC Symbol;Acc:HGNC:11066]	14	23125295	23183674	SLC7A8
ENSG00000168348	INSM transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:17539]	14	35534164	35537054	INSM2
ENSG00000090060	poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]	14	96501433	96567111	PAPOLA
ENSG00000089916	G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210]	14	76151916	76254342	GPATCH2L
ENSG00000100592	dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]	14	59188646	59371405	DAAM1
ENSG00000066629	EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]	14	99737693	99942060	EML1
ENSG00000100433	potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273]	14	88180103	88326907	KCNK10
ENSG00000075413	microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]	14	103385392	103503831	MARK3
ENSG00000179476	chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834]	14	44897275	44907257	C14orf28
ENSG00000198718	TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959]	14	44962190	45074431	TOGARAM1
ENSG00000100767	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]	14	73237497	73274640	PAPLN
ENSG00000179454	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]	14	44924319	45042322	KLHL28
ENSG00000129473	BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]	14	23298790	23311759	BCL2L2
ENSG00000181619	G protein-coupled receptor 135 [Source:HGNC Symbol;Acc:HGNC:19991]	14	59429022	59465342	GPR135
ENSG00000050130	JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]	14	59484443	59505410	JKAMP
ENSG00000215277	ring finger protein 212B [Source:HGNC Symbol;Acc:HGNC:20438]	14	23185316	23273477	RNF212B
ENSG00000215271	homeobox and leucine zipper encoding [Source:HGNC Symbol;Acc:HGNC:20164]	14	23272422	23299447	HOMEZ
ENSG00000258643	BCL2L2-PABPN1 readthrough [Source:HGNC Symbol;Acc:HGNC:42959]	14	23306835	23325369	BCL2L2-PABPN1
ENSG00000235194	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]	14	23295652	23302859	PPP1R3E
ENSG00000100836	poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]	14	23321289	23326185	PABPN1
ENSG00000151838	coiled-coil domain containing 175 [Source:HGNC Symbol;Acc:HGNC:19847]	14	59504539	59576812	CCDC175
ENSG00000126790	trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488]	14	59460363	59484408	L3HYPDH
ENSG00000092009	chymase 1 [Source:HGNC Symbol;Acc:HGNC:2097]	14	24505353	24508265	CMA1
ENSG00000119715	estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]	14	76310712	76501837	ESRRB
ENSG00000139977	N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]	14	57390544	57415906	NAA30
ENSG00000013523	angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]	14	76786168	76826246	ANGEL1
ENSG00000071246	vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]	14	76761468	76783015	VASH1
ENSG00000100448	cathepsin G [Source:HGNC Symbol;Acc:HGNC:2532]	14	24573518	24576250	CTSG
ENSG00000100453	granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]	14	24630954	24634267	GZMB
ENSG00000100557	coiled-coil domain containing 198 [Source:HGNC Symbol;Acc:HGNC:20189]	14	57469301	57493867	CCDC198
ENSG00000100450	granzyme H [Source:HGNC Symbol;Acc:HGNC:4710]	14	24606480	24609699	GZMH
ENSG00000100505	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]	14	50975262	51096061	TRIM9
ENSG00000151812	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]	14	57563920	57982194	SLC35F4
ENSG00000169327	olfactory receptor family 5 subfamily AU member 1 [Source:HGNC Symbol;Acc:HGNC:15362]	14	21148370	21159060	OR5AU1
ENSG00000139921	thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]	14	51240162	51257655	TMX1
ENSG00000042317	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]	14	88384924	88470350	SPATA7
ENSG00000100567	proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]	14	58244843	58272012	PSMA3
ENSG00000139926	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	14	51489100	51730727	FRMD6
ENSG00000139971	armadillo like helical domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19846]	14	57999735	58298139	ARMH4
ENSG00000070778	protein tyrosine phosphatase non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	14	88465778	88555007	PTPN21
ENSG00000131966	actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372]	14	58200080	58235636	ACTR10
ENSG00000174373	Ral GTPase activating protein catalytic alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:17770]	14	35538352	35809304	RALGAPA1
ENSG00000165794	solute carrier family 39 member 2 [Source:HGNC Symbol;Acc:HGNC:17127]	14	20999255	21001871	SLC39A2
ENSG00000165792	methyltransferase like 17 [Source:HGNC Symbol;Acc:HGNC:19280]	14	20989770	20997035	METTL17
ENSG00000168952	syntaxin binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19666]	14	24809656	25050297	STXBP6
ENSG00000139970	reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]	14	59595976	59870776	RTN1
ENSG00000165521	EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]	14	88612431	88792752	EML5
ENSG00000196405	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]	14	99971449	100144236	EVL
ENSG00000100442	FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719]	14	45115599	45135319	FKBP3
ENSG00000185246	pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314]	14	45084107	45116282	PRPF39
ENSG00000100918	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]	14	24171853	24180257	REC8
ENSG00000131951	leucine rich repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:19848]	14	59919713	60063559	LRRC9
ENSG00000100722	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]	14	88562970	88627596	ZC3H14
ENSG00000196497	importin 4 [Source:HGNC Symbol;Acc:HGNC:19426]	14	24180219	24188869	IPO4
ENSG00000168350	delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]	14	100143957	100159645	DEGS2
ENSG00000183648	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]	14	92116122	92121917	NDUFB1
ENSG00000185567	AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]	14	104937244	104978374	AHNAK2
ENSG00000155465	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]	14	22773222	22829820	SLC7A7
ENSG00000213920	magnesium dependent phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28781]	14	24213943	24216070	MDP1
ENSG00000166428	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]	14	104924713	104937790	PLD4
ENSG00000139908	testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]	14	24205696	24208362	TSSK4
ENSG00000254505	charged multivesicular body protein 4A [Source:HGNC Symbol;Acc:HGNC:20274]	14	24209583	24213869	CHMP4A
ENSG00000129559	NEDD8 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:7732]	14	24216857	24232367	NEDD8
ENSG00000100926	transmembrane 9 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11864]	14	24189149	24195687	TM9SF1
ENSG00000255526	NEDD8-MDP1 readthrough [Source:HGNC Symbol;Acc:HGNC:39551]	14	24213955	24232352	NEDD8-MDP1
ENSG00000254692	novel protein	14	24189157	24213473	
ENSG00000259522	novel protein	14	24180395	24190416	
ENSG00000257115	olfactory receptor family 11 subfamily H member 12 [Source:HGNC Symbol;Acc:HGNC:30738]	14	18601045	18602129	OR11H12
ENSG00000165934	cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]	14	92121969	92172145	CPSF2
ENSG00000139910	NOVA alternative splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:7886]	14	26443090	26598033	NOVA1
ENSG00000140104	clathrin binding box of aftiphilin containing 1 [Source:HGNC Symbol;Acc:HGNC:20126]	14	104985775	105010482	CLBA1
ENSG00000170779	cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]	14	105009573	105021083	CDCA4
ENSG00000222036	POTE ankyrin domain family member M [Source:HGNC Symbol;Acc:HGNC:37096]	14	18967434	19003752	POTEM
ENSG00000140090	solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]	14	92322581	92501483	SLC24A4
ENSG00000172590	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]	14	22829879	22835037	MRPL52
ENSG00000100749	VRK serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]	14	96797382	96931722	VRK1
ENSG00000197119	solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]	14	100291116	100306547	SLC25A29
ENSG00000092108	sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]	14	30622311	30735850	SCFD1
ENSG00000100811	YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]	14	100238298	100282788	YY1
ENSG00000100599	Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]	14	92513781	92688994	RIN3
ENSG00000157227	matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]	14	22836560	22849027	MMP14
ENSG00000100916	BRMS1 like transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:20512]	14	35826338	35932325	BRMS1L
ENSG00000100612	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]	14	60144119	60169856	DHRS7
ENSG00000197324	LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]	14	22871740	22881713	LRP10
ENSG00000126773	pecanex 4 [Source:HGNC Symbol;Acc:HGNC:20349]	14	60091911	60169133	PCNX4
ENSG00000183484	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	14	105049395	105065445	GPR132
ENSG00000187537	POTE ankyrin domain family member G [Source:HGNC Symbol;Acc:HGNC:33896]	14	19402486	19434341	POTEG
ENSG00000176165	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]	14	28760330	28770277	FOXG1
ENSG00000100600	legumain [Source:HGNC Symbol;Acc:HGNC:9472]	14	92703807	92748679	LGMN
ENSG00000139890	RRAD and GEM like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:20248]	14	22883222	22887678	REM2
ENSG00000197102	dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]	14	101964573	102056443	DYNC1H1
ENSG00000100614	protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]	14	60245752	60299087	PPM1A
ENSG00000140107	solute carrier family 25 member 47 [Source:HGNC Symbol;Acc:HGNC:20115]	14	100323339	100330421	SLC25A47
ENSG00000176605	chromosome 14 open reading frame 177 [Source:HGNC Symbol;Acc:HGNC:26375]	14	98711613	98717766	C14orf177
ENSG00000127152	BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]	14	99169287	99272197	BCL11B
ENSG00000140105	tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]	14	100333790	100376805	WARS
ENSG00000205659	lin-52 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:19856]	14	74084796	74201235	LIN52
ENSG00000119614	visual system homeobox 2 [Source:HGNC Symbol;Acc:HGNC:1975]	14	74239449	74262738	VSX2
ENSG00000165533	tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087]	14	88824153	88881078	TTC8
ENSG00000176473	WD repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:21064]	14	100376418	100530303	WDR25
ENSG00000183576	SET domain containing 3, actin histidine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20493]	14	99397748	99480889	SETD3
ENSG00000258453	olfactory receptor family 11 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:14716]	14	19712904	19714332	OR11H2
ENSG00000176294	olfactory receptor family 4 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:14742]	14	19719015	19830253	OR4N2
ENSG00000182652	olfactory receptor family 4 subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:15426]	14	19743571	19749469	OR4Q3
ENSG00000176299	olfactory receptor family 4 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14735]	14	19773504	19783696	OR4M1
ENSG00000092148	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]	14	31100112	31207804	HECTD1
ENSG00000100473	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]	14	30874514	30895065	COCH
ENSG00000165762	olfactory receptor family 4 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14728]	14	19875142	19883932	OR4K2
ENSG00000182185	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	14	67819779	68730218	RAD51B
ENSG00000196792	striatin 3 [Source:HGNC Symbol;Acc:HGNC:15720]	14	30893799	31026401	STRN3
ENSG00000100478	adaptor related protein complex 4 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:575]	14	31025106	31130996	AP4S1
ENSG00000205476	coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]	14	99500190	99604207	CCDC85C
ENSG00000176281	olfactory receptor family 4 subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:14745]	14	19920582	19921659	OR4K5
ENSG00000155249	olfactory receptor family 4 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14726]	14	19930917	19936757	OR4K1
ENSG00000090061	cyclin K [Source:HGNC Symbol;Acc:HGNC:1596]	14	99481169	99535044	CCNK
ENSG00000140025	EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357]	14	89794669	89954777	EFCAB11
ENSG00000169488	olfactory receptor family 4 subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:15353]	14	19975444	19976659	OR4K15
ENSG00000169484	olfactory receptor family 4 subfamily K member 14 [Source:HGNC Symbol;Acc:HGNC:15352]	14	20014143	20019307	OR4K14
ENSG00000053254	forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]	14	89124871	89619149	FOXN3
ENSG00000119632	interferon alpha inducible protein 27 like 2 [Source:HGNC Symbol;Acc:HGNC:19753]	14	94127779	94130253	IFI27L2
ENSG00000176253	olfactory receptor family 4 subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:15351]	14	20029399	20036038	OR4K13
ENSG00000176246	olfactory receptor family 4 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:15356]	14	20060045	20060983	OR4L1
ENSG00000176230	olfactory receptor family 4 subfamily K member 17 [Source:HGNC Symbol;Acc:HGNC:15355]	14	20110739	20122199	OR4K17
ENSG00000184394	olfactory receptor family 4 subfamily N member 5 [Source:HGNC Symbol;Acc:HGNC:15358]	14	20138820	20145471	OR4N5
ENSG00000196832	olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346]	14	20190894	20201075	OR11G2
ENSG00000176219	olfactory receptor family 11 subfamily H member 6 [Source:HGNC Symbol;Acc:HGNC:15349]	14	20223710	20224702	OR11H6
